RETIROS,FECHA,
9876500001201483,12-07-22,
9876500001976498,12-07-22,
9876500002048826,12-07-22,
9876500001841817,12-07-22,
9876500001869693,12-07-22,
9876500000239450,12-07-22,
9876500000772278,12-07-22,
9876500001102558,12-07-22,
9876510000128249,12-07-22,
9876510000135889,12-07-22,
9876500002013721,12-07-22,
9876500002021690,12-07-22,
9876510000865469,12-07-22,
9876500001458265,12-07-22,
9876510000294413,12-07-22,
9876500000251869,12-07-22,
9876500001881391,12-07-22,
9876500001917922,12-07-22,
9876500001243972,12-07-22,
9876500001849265,12-07-22,
9876500001807081,12-07-22,
9876500001831503,12-07-22,
9876500001929299,12-07-22,
9876510001026079,12-07-22,
9876500000633249,12-07-22,
9876510000959650,12-07-22,
9876500001171231,12-07-22,
9876500001802520,12-07-22,
9876500000386566,12-07-22,
9876510000600403,12-07-22,
9876500000806043,12-07-22,
9876500000978974,12-07-22,
9876500001912287,12-07-22,
9876500001996504,12-07-22,
9876500001995308,12-07-22,
9876510001007517,12-07-22,
9876510001030154,12-07-22,
9876510000196790,12-07-22,
9876500001781856,12-07-22,
9876510000624254,12-07-22,
9876510000632679,12-07-22,
9876500001359315,12-07-22,
9876500002002872,12-07-22,
9876500000935446,12-07-22,
9876500001305300,12-07-22,
9876500001417683,12-07-22,
9876510000658682,12-07-22,
9876510000919811,12-07-22,
9876500000674862,12-07-22,
9876500001819615,12-07-22,
9876500001259382,12-07-22,
9876500001269662,12-07-22,
9876510000814228,12-07-22,
9876510000822510,12-07-22,
9876500001582569,12-07-22,
9876500001734137,12-07-22,
9876500000126814,12-07-22,
9876500001237024,12-07-22,
9876500001238352,12-07-22,
9876500001692236,12-07-22,
9876500002005156,12-07-22,
9876500001594564,12-07-22,
9876500001602219,12-07-22,
9876500001190041,12-07-22,
9876500001557694,12-07-22,
9876540066870814,12-07-22,
9876500000949868,12-07-22,
9876500001771030,12-07-22,
9876500001772442,12-07-22,
9876500001846238,12-07-22,
9876500001888131,12-07-22,
9876500001885012,12-07-22,
9876500001841502,12-07-22,
9876500001887489,12-07-22,
9876510000550707,12-07-22,
9876510000580662,12-07-22,
9876510000771378,12-07-22,
9876500002000579,12-07-22,
9876500002001619,12-07-22,
9876500001904276,12-07-22,
9876500001919654,12-07-22,
9876500001976506,12-07-22,
9876500001984435,12-07-22,
9876500001994137,12-07-22,
9876500001996181,12-07-22,
9876500001775817,12-07-22,
9876510001047109,12-07-22,
9876500001079863,12-07-22,
9876510001016732,12-07-22,
9876500001227975,12-07-22,
9876500001763748,12-07-22,
9876500001789412,12-07-22,
9876500001855924,12-07-22,
9876500001110882,12-07-22,
9876500001934620,12-07-22,
9876500000833930,12-07-22,
9876500001504514,12-07-22,
9876500000501842,12-07-22,
9876500001496224,12-07-22,
9876510000640201,12-07-22,
9876510000642264,12-07-22,
9876500001538025,12-07-22,
9876500001539080,12-07-22,
9876500001544460,12-07-22,
9876500000463845,12-07-22,
9876500000758947,12-07-22,
9876500001630863,12-07-22,
9876540054823015,12-07-22,
9876510000657866,12-07-22,
9876520010977402,12-07-22,
9876500002041334,12-07-22,
9876500001872036,12-07-22,
9876500001887828,12-07-22,
9876500001781112,12-07-22,
9876500001839902,12-07-22,
9876500001627406,12-07-22,
9876500001970848,12-07-22,
9876500001983551,12-07-22,
9876500001562603,12-07-22,
9876500001567917,12-07-22,
9876540052082515,12-07-22,
9876530000416840,12-07-22,
9876500001210161,12-07-22,
9876500001631416,12-07-22,
9876500002050327,12-07-22,
9876500000147786,12-07-22,
9876500002000900,12-07-22,
9876500002036755,12-07-22,
9876500001946434,12-07-22,
9876500002017151,12-07-22,
9876500000406034,12-07-22,
9876500001643809,12-07-22,
9876500001880765,12-07-22,
9876500001945493,12-07-22,
9876500001944504,12-07-22,
9876510000839217,12-07-22,
9876500001813188,12-07-22,
9876500000247958,12-07-22,
9876510000924241,12-07-22,
9876500001525873,12-07-22,
9876500001878926,12-07-22,
9876500001455246,12-07-22,
9876500001827865,12-07-22,
9876500001970400,12-07-22,
9876500001972059,12-07-22,
9876500001212761,12-07-22,
9876510000897132,12-07-22,
9876500001843110,12-07-22,
9876500002005560,12-07-22,
9876500001537993,12-07-22,
9876500001542456,12-07-22,
9876500000619206,12-07-22,
9876500000849928,12-07-22,
9876500001453944,12-07-22,
9876510000019026,12-07-22,
9876510000861112,12-07-22,
9876540037977763,12-07-22,
9876540059052826,12-07-22,
9876500001693325,12-07-22,
9876500001724534,12-07-22,
9876500001770735,12-07-22,
9876500000595604,12-07-22,
9876500001026278,12-07-22,
9876500001531939,12-07-22,
9876510001007913,12-07-22,
9876500001462069,12-07-22,
9876500001547794,12-07-22,
9876510000578906,12-07-22,
9876500001172171,12-07-22,
9876500000959263,12-07-22,
9876500000961269,12-07-22,
9876510000233775,12-07-22,
9876510000644260,12-07-22,
9876510001001635,12-07-22,
9876500000186586,12-07-22,
9876510000793265,12-07-22,
9876510000852210,12-07-22,
9876510000858589,12-07-22,
9876500001278820,12-07-22,
9876500001280545,12-07-22,
9876510000492470,12-07-22,
9876510000601351,12-07-22,
9876500002009497,12-07-22,
9876500002007376,12-07-22,
9876500001921148,12-07-22,
9876510001012640,12-07-22,
9876510001011725,12-07-22,
9876500000665316,12-07-22,
9876500000857970,12-07-22,
9876500000859257,12-07-22,
9876510000683995,12-07-22,
9876510000736652,12-07-22,
9876510000735548,12-07-22,
9876510000737148,12-07-22,
9876500000688409,12-07-22,
9876500001282038,12-07-22,
9876510000377085,12-07-22,
9876500000619032,12-07-22,
9876500001429993,12-07-22,
9876500000430448,12-07-22,
9876500001364521,12-07-22,
9876500001338830,12-07-22,
9876500001691170,12-07-22,
9876500001451609,12-07-22,
9876500002009448,12-07-22,
9876500002014687,12-07-22,
9876510000468645,12-07-22,
9876500000845777,12-07-22,
9876500000858234,12-07-22,
9876500000531567,12-07-22,
9876510000656298,12-07-22,
9876500001998930,12-07-22,
9876500000740499,12-07-22,
9876500000833435,12-07-22,
9876510000825109,12-07-22,
9876500000974304,12-07-22,
9876500001665877,12-07-22,
9876500000272782,12-07-22,
9876500000594847,12-07-22,
9876500000772112,12-07-22,
9876510000962555,12-07-22,
9876510000762542,12-07-22,
9876500001568105,12-07-22,
9876500001343509,12-07-22,
9876500001345868,12-07-22,
9876500001758409,12-07-22,
9876500001844415,12-07-22,
9876500001860668,12-07-22,
9876500001860932,12-07-22,
9876500001939876,12-07-22,
9876500001727875,12-07-22,
9876500001754143,12-07-22,
9876510000185538,12-07-22,
9876500000932823,12-07-22,
9876510000595116,12-07-22,
9876500001939819,12-07-22,
9876500000407172,12-07-22,
9876510000411470,12-07-22,
9876500000893819,12-07-22,
9876500001649608,12-07-22,
9876510000491704,12-07-22,
9876500001160804,12-07-22,
9876500000707324,12-07-22,
9876500001121681,12-07-22,
9876500001762120,12-07-22,
9876500001778142,12-07-22,
9876500001137869,12-07-22,
9876500001170696,12-07-22,
9876500001484774,12-07-22,
9876500001719203,12-07-22,
9876500001882357,12-07-22,
9876500001885574,12-07-22,
9876500001439778,12-07-22,
9876500001444190,12-07-22,
9876510000870303,12-07-22,
9876500000661257,12-07-22,
9876500000772427,12-07-22,
9876500001291351,12-07-22,
9876500000919622,12-07-22,
9876500001006783,12-07-22,
9876510000914564,12-07-22,
9876500001730093,12-07-22,
9876500000694126,12-07-22,
9876500001014167,12-07-22,
9876500001566075,12-07-22,
9876500001894485,12-07-22,
9876500001404277,12-07-22,
9876510000909812,12-07-22,
9876500001147249,12-07-22,
9876500001149187,12-07-22,
9876500000429044,12-07-22,
9876500001930396,12-07-22,
9876510000396879,12-07-22,
9876500000430190,12-07-22,
9876500001571398,12-07-22,
9876500001914200,12-07-22,
9876500001215988,12-07-22,
9876500001922369,12-07-22,
9876510000401612,12-07-22,
9876500001899468,12-07-22,
9876500000770199,12-07-22,
9876510000674879,12-07-22,
9876500000153339,12-07-22,
9876500000153180,12-07-22,
9876510000524702,12-07-22,
9876510000586941,12-07-22,
9876510000904227,12-07-22,
9876500001880070,12-07-22,
9876500001881417,12-07-22,
9876500001424952,12-07-22,
9876510000945659,12-07-22,
9876500001919233,12-07-22,
9876500002008929,12-07-22,
9876510000231357,12-07-22,
9876510000929703,12-07-22,
9876500000664426,12-07-22,
9876500001798256,12-07-22,
9876500000150657,12-07-22,
9876500001513259,12-07-22,
9876500000946740,12-07-22,
9876500001751057,12-07-22,
9876500001741090,12-07-22,
9876500001739607,12-07-22,
9876500001175448,12-07-22,
9876500001245217,12-07-22,
9876500001250829,12-07-22,
9876500001820183,12-07-22,
9876500001547364,12-07-22,
9876500001668301,12-07-22,
9876500001248849,12-07-22,
9876500001249748,12-07-22,
9876500001308213,12-07-22,
9876500001308213,12-07-22,
9876510000952614,12-07-22,
9876510000952630,12-07-22,
9876500001982611,12-07-22,
9876500001981126,12-07-22,
9876500001044545,12-07-22,
9876500001064733,12-07-22,
9876510000098574,12-07-22,
9876500001761353,12-07-22,
9876500001349944,12-07-22,
9876500001051805,12-07-22,
9876500001383489,12-07-22,
9876500000403676,12-07-22,
9876500001474528,12-07-22,
9876510000586560,12-07-22,
9876510000588079,12-07-22,
9876510000866376,12-07-22,
9876510000869024,12-07-22,
9876500001642066,12-07-22,
9876500001645499,12-07-22,
9876500000654856,12-07-22,
9876500000935131,12-07-22,
9876500000977059,12-07-22,
9876500001057489,12-07-22,
9876500001836726,12-07-22,
9876500000062209,12-07-22,
9876500001364430,12-07-22,
9876500000653981,12-07-22,
9876500000825977,12-07-22,
9876510000834150,12-07-22,
9876500001463877,12-07-22,
9876540018953734,12-07-22,
9876510000963454,12-07-22,
9876510000506907,12-07-22,
9876500000842170,12-07-22,
9876500001784991,12-07-22,
9876500001786038,12-07-22,
9876500000691254,12-07-22,
9876500001464040,12-07-22,
9876500001649624,12-07-22,
9876500001688127,12-07-22,
9876500001861583,12-07-22,
9876500001280123,12-07-22,
9876500001784579,12-07-22,
9876510000969170,12-07-22,
9876500001816017,12-07-22,
9876500000840182,12-07-22,
9876500001068429,12-07-22,
9876500001137240,12-07-22,
9876500001180497,12-07-22,
9876500001806315,12-07-22,
9876500000908468,12-07-22,
9876500001224717,12-07-22,
9876500001773804,12-07-22,
9876500000510223,12-07-22,
9876500001837252,12-07-22,
9876500001936542,12-07-22,
9876500000748393,12-07-22,
9876500001978908,12-07-22,
9876500000606955,12-07-22,
9876500001432286,12-07-22,
9876510000237115,12-07-22,
9876500000357666,12-07-22,
9876510000864280,12-07-22,
9876500001174151,12-07-22,
9876500001191593,12-07-22,
9876500001197830,12-07-22,
9876500001630848,12-07-22,
9876500001888750,12-07-22,
9876500001915413,12-07-22,
9876500000768342,12-07-22,
9876500001279182,12-07-22,
9876500001060798,12-07-22,
9876500001287532,12-07-22,
9876500001163220,12-07-22,
9876500001627554,12-07-22,
9876500001920793,12-07-22,
9876500002012046,12-07-22,
9876510000041863,12-07-22,
9876510000732438,12-07-22,
9876500001424358,12-07-22,
9876500001512905,12-07-22,
9876510000925479,12-07-22,
9876510000983742,12-07-22,
9876500000391616,12-07-22,
9876500001282392,12-07-22,
9876500001686899,12-07-22,
9876500000720426,12-07-22,
9876500001546390,12-07-22,
9876500002012103,12-07-22,
9876500002018415,12-07-22,
9876500000019415,12-07-22,
9876500001356113,12-07-22,
9876500001102541,12-07-22,
9876510000710822,12-07-22,
9876500001518415,12-07-22,
9876500001520320,12-07-22,
9876500001906065,12-07-22,
9876510000538454,12-07-22,
9876510000835249,12-07-22,
9876500001573725,12-07-22,
9876500001575894,12-07-22,
9876500000927633,12-07-22,
9876500001266130,12-07-22,
9876500001764191,12-07-22,
9876500001961649,12-07-22,
9876500001968479,12-07-22,
9876500000702226,12-07-22,
9876510001004472,12-07-22,
9876500001685388,12-07-22,
9876500001717413,12-07-22,
9876500001638890,12-07-22,
9876500001643650,12-07-22,
9876510000941336,12-07-22,
9876510001013895,12-07-22,
9876500001945907,12-07-22,
9876510000729459,12-07-22,
9876510000723965,12-07-22,
9876510000736132,12-07-22,
9876500000645623,12-07-22,
9876500001957274,12-07-22,
9876500000181066,12-07-22,
9876500001512483,12-07-22,
9876500001332320,12-07-22,
9876500001345488,12-07-22,
9876500001454637,12-07-22,
9876500001461798,12-07-22,
9876500001463604,12-07-22,
9876500001484014,12-07-22,
9876500000730540,12-07-22,
9876500000956285,12-07-22,
9876500001296129,12-07-22,
9876500001523845,12-07-22,
9876500000901091,12-07-22,
9876500001627232,12-07-22,
9876510000736249,12-07-22,
9876510000743591,12-07-22,
9876510000620823,12-07-22,
9876510000624478,12-07-22,
9876500000651381,12-07-22,
9876500001646547,12-07-22,
9876500001037671,12-07-22,
9876500001582007,12-07-22,
9876500000038779,12-07-22,
9876500000767898,12-07-22,
9876500000769324,12-07-22,
9876500000773888,12-07-22,
9876510000554279,12-07-22,
9876500001251439,12-07-22,
9876500001520528,12-07-22,
9876500001955930,12-07-22,
9876500000535048,12-07-22,
9876500000954801,12-07-22,
9876500001740829,12-07-22,
9876500001076646,12-07-22,
9876500001087551,12-07-22,
9876500000992785,12-07-22,
9876500001407627,12-07-22,
9876500001883611,12-07-22,
9876500001883603,12-07-22,
9876510000030833,12-07-22,
9876500001626713,12-07-22,
9876510000908772,12-07-22,
9876510000956185,12-07-22,
9876500001764647,12-07-22,
9876510000036541,12-07-22,
9876500001799882,12-07-22,
9876500000678822,12-07-22,
9876500000678822,12-07-22,
9876500000689621,12-07-22,
9876500000689621,12-07-22,
9876500000799958,12-07-22,
9876500000799958,12-07-22,
9876500001071480,12-07-22,
9876500001071480,12-07-22,
9876500001660225,12-07-22,
9876500001660225,12-07-22,
9876500001696518,12-07-22,
9876500001696518,12-07-22,
9876500000927799,12-07-22,
9876500000932955,12-07-22,
9876500001471482,12-07-22,
9876510000317131,12-07-22,
9876510000947630,12-07-22,
9876510000032649,12-07-22,
9876500001659045,12-07-22,
9876510000716597,12-07-22,
9876510000744870,12-07-22,
9876500001059899,12-07-22,
9876500001935817,12-07-22,
9876500001224055,12-07-22,
9876500001273052,12-07-22,
9876500001994715,12-07-22,
9876500001996009,12-07-22,
9876510000909564,12-07-22,
9876510001016534,12-07-22,
9876510000670810,12-07-22,
9876510000673798,12-07-22,
9876500001233254,12-07-22,
9876500000016049,12-07-22,
9876500001867648,12-07-22,
9876500000845371,12-07-22,
9876510000622662,12-07-22,
9876500001634923,12-07-22,
9876510000738047,12-07-22,
9876510000741017,12-07-22,
9876510000180984,12-07-22,
9876510000195016,12-07-22,
9876500000918665,12-07-22,
9876500000929233,12-07-22,
9876500000957044,12-07-22,
9876500001632273,12-07-22,
9876510000998682,12-07-22,
9876500001892620,12-07-22,
9876500000787318,12-07-22,
9876500001408609,12-07-22,
9876500000590373,12-07-22,
9876500000876210,12-07-22,
9876500001215780,12-07-22,
9876500001711838,12-07-22,
9876500001847343,12-07-22,
9876510000260802,12-07-22,
9876510000998203,12-07-22,
9876500000531518,12-07-22,
9876500001539585,12-07-22,
9876500001897231,12-07-22,
9876500001897199,12-07-22,
9876500001286146,12-07-22,
9876500001311613,12-07-22,
9876500001326769,12-07-22,
9876500001341297,12-07-22,
9876500000271834,12-07-22,
9876500000276650,12-07-22,
9876500001914507,12-07-22,
9876540084332540,12-07-22,
9876540096577314,12-07-22,
9876500001893412,12-07-22,
9876510000114363,12-07-22,
9876500001587600,12-07-22,
9876500000883448,12-07-22,
9876500000900879,12-07-22,
9876500000527417,12-07-22,
9876500001092189,12-07-22,
9876500001222240,12-07-22,
9876500001990051,12-07-22,
9876510000263558,12-07-22,
9876500001862011,12-07-22,
9876500000763855,12-07-22,
9876500000786633,12-07-22,
9876500001631176,12-07-22,
9876500000933433,12-07-22,
9876500000938853,12-07-22,
9876500000892266,12-07-22,
9876500001439059,12-07-22,
9876540062071771,12-07-22,
9876500001718965,12-07-22,
9876500001162990,12-07-22,
9876500001725382,12-07-22,
9876500001845537,12-07-22,
9876500001844332,12-07-22,
9876500000948811,12-07-22,
9876500001021048,12-07-22,
9876500001583468,12-07-22,
9876500001257782,12-07-22,
9876500001260273,12-07-22,
9876510000061820,12-07-22,
9876500001339853,12-07-22,
9876510000687012,12-07-22,
9876510000750414,12-07-22,
9876510000577833,12-07-22,
9876500000840323,12-07-22,
9876500001808717,12-07-22,
9876500002009901,12-07-22,
9876540038750656,12-07-22,
9876500001771485,12-07-22,
9876500001865808,12-07-22,
9876500000956731,12-07-22,
9876500001801126,12-07-22,
9876510000752923,12-07-22,
9876510000755272,12-07-22,
9876500001702050,12-07-22,
9876500001745398,12-07-22,
9876500000559998,12-07-22,
9876500000676875,12-07-22,
9876500000923517,12-07-22,
9876500001965889,12-07-22,
9876500001967687,12-07-22,
9876500000849886,12-07-22,
9876500000855248,12-07-22,
9876500001109413,12-07-22,
9876500000702390,12-07-22,
9876500000914508,12-07-22,
9876500001847137,12-07-22,
9876500001280149,12-07-22,
9876500001600858,12-07-22,
9876500001260596,12-07-22,
9876500001263137,12-07-22,
9876500001306514,12-07-22,
9876500000091257,12-07-22,
9876500000947318,12-07-22,
9876500001751875,12-07-22,
9876500000976762,12-07-22,
9876510000903229,12-07-22,
9876510000470518,12-07-22,
9876510000473728,12-07-22,
9876510000675033,12-07-22,
9876500001120493,12-07-22,
9876510000926634,12-07-22,
9876500000804659,12-07-22,
9876500001009639,12-07-22,
9876500001217133,12-07-22,
9876500000690843,12-07-22,
9876500001998377,12-07-22,
9876510000710632,12-07-22,
9876510000743617,12-07-22,
9876500001509463,12-07-22,
9876500001512400,12-07-22,
9876500001158105,12-07-22,
9876500001156109,12-07-22,
9876500001576595,12-07-22,
9876500001578807,12-07-22,
9876500001687848,12-07-22,
9876500000249640,12-07-22,
9876500001292532,12-07-22,
9876510000813089,12-07-22,
9876500000629312,12-07-22,
9876500000820937,12-07-22,
9876500000844184,12-07-22,
9876500002048974,12-07-22,
9876500000532409,12-07-22,
9876510000826537,12-07-22,
9876510000404483,12-07-22,
9876500001674713,12-07-22,
9876500001452193,12-07-22,
9876500001803759,12-07-22,
9876540042587391,12-07-22,
9876540069876123,12-07-22,
9876500000248790,12-07-22,
9876500001805259,12-07-22,
9876500001047951,12-07-22,
9876500001057265,12-07-22,
9876500001293548,12-07-22,
9876500001509596,12-07-22,
9876500001547232,12-07-22,
9876500000517491,12-07-22,
9876500000850926,12-07-22,
9876500001603456,12-07-22,
9876500001813089,12-07-22,
9876500000712472,12-07-22,
9876500001717033,12-07-22,
9876500001171736,12-07-22,
9876510000959692,12-07-22,
9876510000944249,12-07-22,
9876500001725424,12-07-22,
9876510000124693,12-07-22,
9876500000703711,12-07-22,
9876500000627274,12-07-22,
9876510000642850,12-07-22,
9876510000642652,12-07-22,
9876510000642843,12-07-22,
9876500001858316,12-07-22,
9876510000250639,12-07-22,
9876500001608190,12-07-22,
9876500001886952,12-07-22,
9876500001086801,12-07-22,
9876500001892174,12-07-22,
9876500001871830,12-07-22,
9876500001872044,12-07-22,
9876510000794420,12-07-22,
9876510000874511,12-07-22,
9876500000830910,12-07-22,
9876500000831074,12-07-22,
9876510000939819,12-07-22,
9876510000758771,12-07-22,
9876510000761890,12-07-22,
9876510000764464,12-07-22,
9876500001569350,12-07-22,
9876500001589606,12-07-22,
9876500001044925,12-07-22,
9876500001998831,12-07-22,
9876510000925131,12-07-22,
9876540014099607,12-07-22,
9876510000267617,12-07-22,
9876540049756536,12-07-22,
9876540083926334,12-07-22,
9876500000764176,12-07-22,
9876510000588681,12-07-22,
9876500000977307,12-07-22,
9876500001269720,12-07-22,
9876510000690180,12-07-22,
9876510000692517,12-07-22,
9876500001904755,12-07-22,
9876500001905794,12-07-22,
9876500001907626,12-07-22,
9876500000776766,12-07-22,
9876500001549261,12-07-22,
9876500001112789,12-07-22,
9876500001410068,12-07-22,
9876500000560608,12-07-22,
9876500001756635,12-07-22,
9876500001503722,12-07-22,
9876500001538330,12-07-22,
9876500000284936,12-07-22,
9876500000710906,12-07-22,
9876500000714163,12-07-22,
9876500001119222,12-07-22,
9876500001116889,12-07-22,
9876500001121376,12-07-22,
9876500000622671,12-07-22,
9876510000525014,12-07-22,
9876500000913419,12-07-22,
9876500002012392,12-07-22,
9876500000625963,12-07-22,
9876500001804344,12-07-22,
9876500000833419,12-07-22,
9876500000985326,12-07-22,
9876500001067413,12-07-22,
9876510000802652,12-07-22,
9876500000281866,12-07-22,
9876500001428177,12-07-22,
9876500000796582,12-07-22,
9876500001655209,12-07-22,
9876510000713982,12-07-22,
9876510000726216,12-07-22,
9876500001305607,12-07-22,
9876500001999383,12-07-22,
9876500001336149,12-07-22,
9876500001349670,12-07-22,
9876500001392480,12-07-22,
9876500000376005,12-07-22,
9876510000392761,12-07-22,
9876500002002039,12-07-22,
9876500002053180,12-07-22,
9876510000351296,12-07-22,
9876500000361510,12-07-22,
9876500001228676,12-07-22,
9876500002046341,12-07-22,
9876500001085233,12-07-22,
9876500001507939,12-07-22,
9876500001569640,12-07-22,
9876500001583625,12-07-22,
9876510000377929,12-07-22,
9876500000388141,12-07-22,
9876510000697300,12-07-22,
9876510000715946,12-07-22,
9876500000471228,12-07-22,
9876500001120048,12-07-22,
9876500001694869,12-07-22,
9876510000979286,12-07-22,
9876510000120154,12-07-22,
9876500001955914,12-07-22,
9876500000866211,12-07-22,
9876500000877507,12-07-22,
9876500001287342,12-07-22,
9876500000579616,12-07-22,
9876500001330803,12-07-22,
9876510000924563,12-07-22,
9876510001045129,12-07-22,
9876500002005529,12-07-22,
9876500002007343,12-07-22,
9876500000969890,12-07-22,
9876500000972043,12-07-22,
9876500001242792,12-07-22,
9876500001515437,12-07-22,
9876500001588483,12-07-22,
9876500000490871,12-07-22,
9876500000890740,12-07-22,
9876500001565036,12-07-22,
9876500001827881,12-07-22,
9876510000504621,12-07-22,
9876500000619370,12-07-22,
9876510000628842,12-07-22,
9876500000253998,12-07-22,
9876500000648270,12-07-22,
9876500000812496,12-07-22,
9876500001722702,12-07-22,
9876540009609824,12-07-22,
9876500001864298,12-07-22,
9876500001932897,12-07-22,
9876510001014455,12-07-22,
9876500000670076,12-07-22,
9876500001276576,12-07-22,
9876500000639329,12-07-22,
9876500001284547,12-07-22,
9876500000557620,12-07-22,
9876500001153528,12-07-22,
9876500001166884,12-07-22,
9876500001168088,12-07-22,
9876500001189118,12-07-22,
9876500001332189,12-07-22,
9876500001482018,12-07-22,
9876500000275215,12-07-22,
9876510000804500,12-07-22,
9876510000808436,12-07-22,
9876510000809616,12-07-22,
9876500001773689,12-07-22,
9876500001778977,12-07-22,
9876500002031731,12-07-22,
9876500002030295,12-07-22,
9876500000694910,12-07-22,
9876500001897041,12-07-22,
9876500000779943,12-07-22,
9876500000810037,12-07-22,
9876510000763375,12-07-22,
9876510000777771,12-07-22,
9876500001122713,12-07-22,
9876500001890921,12-07-22,
9876500001532226,12-07-22,
9876500001542985,12-07-22,
9876500001138438,12-07-22,
9876500001880021,12-07-22,
9876500000608001,12-07-22,
9876500001947861,12-07-22,
9876500000041989,12-07-22,
9876500000506031,12-07-22,
9876500001295188,12-07-22,
9876500001786921,12-07-22,
9876500001141317,12-07-22,
9876500001415489,12-07-22,
9876510000937888,12-07-22,
9876500001697276,12-07-22,
9876500000910571,12-07-22,
9876500001979583,12-07-22,
9876500001008763,12-07-22,
9876500001015339,12-07-22,
9876500001269175,12-07-22,
9876500001276964,12-07-22,
9876500001722611,12-07-22,
9876500001721399,12-07-22,
9876510000595074,12-07-22,
9876500001404517,12-07-22,
9876500001146258,12-07-22,
9876510000836486,12-07-22,
9876510000960344,12-07-22,
9876500001779231,12-07-22,
9876500001267096,12-07-22,
9876500001750976,12-07-22,
9876500000966367,12-07-22,
9876500002038678,12-07-22,
9876500000056334,12-07-22,
9876500001926451,12-07-22,
9876500001926477,12-07-22,
9876510001015346,12-07-22,
9876500000256967,12-07-22,
9876510000335638,12-07-22,
9876500001024174,12-07-22,
9876500001992867,12-07-22,
9876500001326991,12-07-22,
9876500001396713,12-07-22,
9876500001386185,12-07-22,
9876500000811654,12-07-22,
9876500000857061,12-07-22,
9876500001037739,12-07-22,
9876500001353524,12-07-22,
9876500001576066,12-07-22,
9876500001815316,12-07-22,
9876500001630012,12-07-22,
9876500001634949,12-07-22,
9876510000772962,12-07-22,
9876510000769471,12-07-22,
9876500001168476,12-07-22,
9876500001776534,12-07-22,
9876500000780347,12-07-22,
9876500001912402,12-07-22,
9876500001830679,12-07-22,
9876500001832139,12-07-22,
9876500001011494,12-07-22,
9876500001550624,12-07-22,
9876500001352237,12-07-22,
9876500001914168,12-07-22,
9876510001012699,12-07-22,
9876500000237504,12-07-22,
9876500000744343,12-07-22,
9876500000499682,12-07-22,
9876500001571257,12-07-22,
9876500001124099,12-07-22,
9876500001124727,12-07-22,
9876500001649350,12-07-22,
9876500001999995,12-07-22,
9876500000865619,12-07-22,
9876500001275404,12-07-22,
9876500001757286,12-07-22,
9876500002017300,12-07-22,
9876500001027755,12-07-22,
9876500001213306,12-07-22,
9876510000256016,12-07-22,
9876500000221326,12-07-22,
9876500001498154,12-07-22,
9876500001500264,12-07-22,
9876500001506766,12-07-22,
9876500000976697,12-07-22,
9876500001911412,12-07-22,
9876500000734815,12-07-22,
9876500000828906,12-07-22,
9876510000534172,12-07-22,
9876510000537019,12-07-22,
9876510000479881,12-07-22,
9876510000640805,12-07-22,
9876510001004266,12-07-22,
9876500001246793,12-07-22,
9876500001533422,12-07-22,
9876510000154443,12-07-22,
9876500001642454,12-07-22,
9876500001012443,12-07-22,
9876500001043448,12-07-22,
9876510000744573,12-07-22,
9876510000748566,12-07-22,
9876500000164773,12-07-22,
9876500001771824,12-07-22,
9876540068997847,12-07-22,
9876500001374819,12-07-22,
9876500000741299,12-07-22,
9876500001118752,12-07-22,
9876500001250423,12-07-22,
9876500001425496,12-07-22,
9876500000729989,12-07-22,
9876500000754854,12-07-22,
9876500000918608,12-07-22,
9876510000847335,12-07-22,
9876510000847640,12-07-22,
9876500000929845,12-07-22,
9876500001192930,12-07-22,
9876500000205063,12-07-22,
9876510000708263,12-07-22,
9876510000714576,12-07-22,
9876500000060088,12-07-22,
9876510000288191,12-07-22,
9876500000739194,12-07-22,
9876500001104125,12-07-22,
9876500001445973,12-07-22,
9876500001882241,12-07-22,
9876500001883488,12-07-22,
9876540106251991,12-07-22,
9876510000555920,12-07-22,
9876510000557413,12-07-22,
9876500001298331,12-07-22,
9876500001327262,12-07-22,
9876500000733502,12-07-22,
9876500001213348,12-07-22,
9876500000722422,12-07-22,
9876500000756891,12-07-22,
9876500000764341,12-07-22,
9876510000949289,12-07-22,
9876510000698746,12-07-22,
9876510000701318,12-07-22,
9876510000708693,12-07-22,
9876500001696609,12-07-22,
9876500001778258,12-07-22,
9876500001090845,12-07-22,
9876500001951038,12-07-22,
9876500001384081,12-07-22,
9876500001481994,12-07-22,
9876500001509968,12-07-22,
9876500001521468,12-07-22,
9876500000206939,12-07-22,
9876500001618892,12-07-22,
9876500000545450,12-07-22,
9876500001156562,12-07-22,
9876500001373027,12-07-22,
9876500001027078,12-07-22,
9876500001937581,12-07-22,
9876500001976639,12-07-22,
9876500001201962,12-07-22,
9876500002011816,12-07-22,
9876500002016153,12-07-22,
9876510000264242,12-07-22,
9876500000597220,12-07-22,
9876500001541003,12-07-22,
9876500001337600,12-07-22,
9876500001345140,12-07-22,
9876500002027069,12-07-22,
9876500002028919,12-07-22,
9876500000874918,12-07-22,
9876500000877994,12-07-22,
9876510000926501,12-07-22,
9876500000579269,12-07-22,
9876500001756049,12-07-22,
9876500001401737,12-07-22,
9876500001404046,12-07-22,
9876500001407031,12-07-22,
9876540034452687,12-07-22,
9876500000928532,12-07-22,
9876500000837220,12-07-22,
9876510001014430,12-07-22,
9876500001180778,12-07-22,
9876500001935643,12-07-22,
9876500000024134,12-07-22,
